圧	お.す, へ.す, おさ.える, お.さえる	アツ, エン, オウ	pressure, push, overwhelm, oppress, dominate	en-us	Grade5
易	やさ.しい, やす.い	エキ, イ	easy, ready to, simple, fortune-telling, divination	en-us	Grade5
移	うつ.る, うつ.す	イ	shift, move, change, drift, catch (cold&#x002C; fire), pass into	en-us	Grade5
因	よ.る, ちな.む	イン	cause, factor, be associated with, depend on, be limited to	en-us	Grade5
営	いとな.む, いとな.み	エイ	occupation, camp, perform, build, conduct (business)	en-us	Grade5
永	なが.い	エイ	eternity, long, lengthy	en-us	Grade5
衛		エイ, エ	defense, protection	en-us	Grade5
液		エキ	fluid, liquid, juice, sap, secretion	en-us	Grade5
益	ま.す	エキ, ヤク	benefit, gain, profit, advantage	en-us	Grade5
演		エン	performance, act, play, render, stage	en-us	Grade5
往	い.く, いにしえ, さき.に, ゆ.く	オウ	journey, travel, chase away, let go, going, before, formerly	en-us	Grade5
応	あた.る, まさに, こた.える	オウ, ヨウ, -ノウ	apply, answer, yes, OK, reply, accept	en-us	Grade5
恩		オン	grace, kindness, goodness, favor, mercy, blessing, benefit	en-us	Grade5
仮	かり, かり-	カ, ケ	sham, temporary, interim, assumed (name), informal	en-us	Grade5
価	あたい	カ, ケ	value, price	en-us	Grade5
可	-べ.き, -べ.し	カ, コク	can, passable, mustn&apos;t, should not, do not	en-us	Grade5
河	かわ	カ	river	en-us	Grade5
過	す.ぎる, -す.ぎる, -す.ぎ, す.ごす, あやま.つ, あやま.ち, よ.ぎる	カ	overdo, exceed, go beyond, error	en-us	Grade5
賀		ガ	congratulations, joy	en-us	Grade5
解	と.く, と.かす, と.ける, ほど.く, ほど.ける, わか.る, さと.る	カイ, ゲ	unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute	en-us	Grade5
快	こころよ.い	カイ	cheerful, pleasant, agreeable, comfortable	en-us	Grade5
格		カク, コウ, キャク, ゴウ	status, rank, capacity, character, case (law&#x002C; grammar)	en-us	Grade5
確	たし.か, たし.かめる	カク, コウ	assurance, firm, tight, hard, solid, confirm, clear, evident	en-us	Grade5
額	ひたい	ガク	forehead, tablet, plaque, framed picture, sum, amount, volume	en-us	Grade5
刊		カン	publish, carve, engrave	en-us	Grade5
幹	みき	カン	tree trunk	en-us	Grade5
慣	な.れる, な.らす	カン	accustomed, get used to, become experienced	en-us	Grade5
眼	まなこ, め	ガン, ゲン	eyeball	en-us	Grade5
基	もと, もとい	キ	fundamentals, radical (chem), counter for machines, foundation	en-us	Grade5
寄	よ.る, -よ.り, よ.せる	キ	draw near, stop in, bring near, gather, collect, send, forward	en-us	Grade5
規		キ	standard, measure	en-us	Grade5
技	わざ	ギ	skill, art, craft, ability, feat, performance, vocation, arts	en-us	Grade5
義		ギ	righteousness, justice, morality, honor, loyalty, meaning	en-us	Grade5
逆	さか, さか.さ, さか.らう	ギャク, ゲキ	inverted, reverse, opposite, wicked	en-us	Grade5
久	ひさ.しい	キュウ, ク	long time, old story	en-us	Grade5
旧	ふる.い, もと	キュウ	old times, old things, old friend, former, ex-	en-us	Grade5
居	い.る, -い, お.る	キョ, コ	reside, to be, exist, live with	en-us	Grade5
許	ゆる.す, もと	キョ	permit, approve	en-us	Grade5
境	さかい	キョウ, ケイ	boundary, border, region	en-us	Grade5
興	おこ.る, おこ.す	コウ, キョウ	entertain, revive, retrieve, interest, pleasure	en-us	Grade5
均	なら.す	キン	level, average	en-us	Grade5
禁		キン	prohibition, ban, forbid	en-us	Grade5
句		ク	phrase, clause, sentence, passage, paragraph, counter for haiku	en-us	Grade5
群	む.れる, む.れ, むら, むら.がる	グン	flock, group, crowd, herd, swarm, cluster	en-us	Grade5
経	へ.る, た.つ, たていと, はか.る, のり	ケイ, キョウ	sutra, longitude, pass thru, expire, warp	en-us	Grade5
潔	いさぎよ.い	ケツ	undefiled, pure, clean, righteous, gallant	en-us	Grade5
件	くだん	ケン	affair, case, matter, item	en-us	Grade5
券		ケン	ticket	en-us	Grade5
検	しら.べる	ケン	examination, investigate	en-us	Grade5
険	けわ.しい	ケン	precipitous, inaccessible place, impregnable position, steep place, sharp eyes	en-us	Grade5
減	へ.る, へ.らす	ゲン	dwindle, decrease, reduce, decline, curtail, get hungry	en-us	Grade5
現	あらわ.れる, あらわ.す, うつつ, うつ.つ	ゲン	present, existing, actual	en-us	Grade5
限	かぎ.る, かぎ.り, -かぎ.り	ゲン	limit, restrict, to best of ability	en-us	Grade5
個		コ, カ	individual, counter for articles	en-us	Grade5
故	ゆえ, ふる.い, もと	コ	happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently	en-us	Grade5
護	まも.る	ゴ	safeguard, protect	en-us	Grade5
効	き.く, ききめ, なら.う	コウ	merit, efficacy, efficiency, benefit	en-us	Grade5
厚	あつ.い, あか	コウ	thick, heavy, rich, kind, cordial, brazen, shameless	en-us	Grade5
構	かま.える, かま.う	コウ	posture, build, pretend	en-us	Grade5
耕	たがや.す	コウ	till, plow, cultivate	en-us	Grade5
講		コウ	lecture, club, association	en-us	Grade5
鉱	あらがね	コウ	mineral, ore	en-us	Grade5
混	ま.じる, -ま.じり, ま.ざる, ま.ぜる, こ.む	コン	mix, blend, confuse	en-us	Grade5
査		サ	investigate	en-us	Grade5
再	ふたた.び	サイ, サ	again, twice, second time	en-us	Grade5
妻	つま	サイ	wife, spouse	en-us	Grade5
採	と.る	サイ	pick, take, fetch, take up	en-us	Grade5
災	わざわ.い	サイ	disaster, calamity, woe, curse, evil	en-us	Grade5
際	きわ, -ぎわ	サイ	occasion, side, edge, verge, dangerous, adventurous, indecent, time, when	en-us	Grade5
在	あ.る	ザイ	exist, outskirts, suburbs, located in	en-us	Grade5
罪	つみ	ザイ	guilt, sin, crime, fault, blame, offense	en-us	Grade5
財	たから	ザイ, サイ, ゾク	property, money, wealth, assets	en-us	Grade5
桜	さくら	オウ, ヨウ	cherry	en-us	Grade5
雑	まじ.える, まじ.る	ザツ, ゾウ	miscellaneous	en-us	Grade5
三	み, み.つ, みっ.つ	サン, ゾウ	three	en-us	Grade5
賛	たす.ける, たた.える	サン	approve, praise, title or inscription on picture, assist, agree with	en-us	Grade5
酸	す.い	サン	acid, bitterness, sour, tart	en-us	Grade5
師	もろもろ, なら.う	シ, ス	expert, teacher, master, model, exemplar, army (incl. counter), war	en-us	Grade5
志	シリング, こころざ.す, こころざし	シ	intention, plan, resolve, aspire, motive, hopes, shilling	en-us	Grade5
支	ささ.える, つか.える, か.う	シ	branch, support, sustain, branch radical (no. 65)	en-us	Grade5
枝	えだ	シ	bough, branch, twig, limb, counter for branches	en-us	Grade5
資		シ	assets, resources, capital, funds, data, be conducive to, contribute to	en-us	Grade5
飼	か.う	シ	domesticate, raise, keep, feed	en-us	Grade5
似	に.る, ひ.る	ジ	becoming, resemble, counterfeit, imitate, suitable	en-us	Grade5
示	しめ.す	ジ, シ	show, indicate, point out, express, display	en-us	Grade5
識	し.る, しる.す	シキ	discriminating, know, write	en-us	Grade5
質	たち, ただ.す, もと, わりふ	シツ, シチ, チ	substance, quality, matter, temperament	en-us	Grade5
舎	やど.る	シャ, セキ	cottage, inn, hut, house, mansion	en-us	Grade5
謝	あやま.る	シャ	apologize, thank, refuse	en-us	Grade5
授	さず.ける, さず.かる	ジュ	impart, instruct, grant, confer	en-us	Grade5
修	おさ.める, おさ.まる	シュウ, シュ	discipline, conduct oneself well, study, master	en-us	Grade5
術	すべ	ジュツ	art, technique, skill, means, trick, resources, magic	en-us	Grade5
述	の.べる	ジュツ	mention, state, speak, relate	en-us	Grade5
準	じゅん.じる, じゅん.ずる, なぞら.える, のり, ひと.しい, みずもり	ジュン	semi-, correspond to, proportionate to, conform, imitate	en-us	Grade5
序	つい.で, ついで	ジョ	preface, beginning, order, precedence, occasion, chance, incidentally	en-us	Grade5
承	うけたまわ.る, う.ける, ささ.げる, とど.める, たす.ける, こ.らす, つい.で, すく.う	ショウ, ジョウ	acquiesce, hear, listen to, be informed, receive	en-us	Grade5
招	まね.く	ショウ	beckon, invite, summon, engage	en-us	Grade5
証	あかし	ショウ	evidence, proof, certificate	en-us	Grade5
常	つね, とこ-	ジョウ	usual, ordinary, normal, regular	en-us	Grade5
情	なさ.け	ジョウ, セイ	feelings, emotion, passion, sympathy, circumstances, facts	en-us	Grade5
条	えだ, すじ	ジョウ, チョウ, デキ	article, clause, item, stripe, streak	en-us	Grade5
状		ジョウ	status quo, conditions, circumstances, form, appearance	en-us	Grade5
織	お.る, お.り, おり, -おり, -お.り	ショク, シキ	weave, fabric	en-us	Grade5
職		ショク, ソク	post, employment, work	en-us	Grade5
制		セイ	system, law, rule	en-us	Grade5
勢	いきお.い, はずみ	セイ, ゼイ	forces, energy, military strength	en-us	Grade5
性	さが	セイ, ショウ	sex, gender, nature	en-us	Grade5
政	まつりごと, まん	セイ, ショウ	politics, government	en-us	Grade5
精		セイ, ショウ, シヤウ	refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill	en-us	Grade5
製		セイ	made in..., manufacture	en-us	Grade5
税		ゼイ	tax, duty	en-us	Grade5
績		セキ	exploits, achievements, unreeling cocoons	en-us	Grade5
責	せ.める	セキ	blame, condemn, censure	en-us	Grade5
接	つ.ぐ	セツ, ショウ	touch, contact, adjoin, piece together	en-us	Grade5
設	もう.ける	セツ	establishment, provision, prepare	en-us	Grade5
絶	た.える, た.やす, た.つ	ゼツ	discontinue, beyond, sever, cut off, abstain, interrupt, suppress	en-us	Grade5
舌	した	ゼツ	tongue, reed, clapper	en-us	Grade5
銭	ぜに, すき	セン, ゼン	coin, .01 yen, money	en-us	Grade5
祖		ソ	ancestor, pioneer, founder	en-us	Grade5
素	もと	ソ, ス	elementary, principle, naked, uncovered	en-us	Grade5
総	す.べて, すべ.て, ふさ	ソウ	general, whole, all, full, total	en-us	Grade5
像		ゾウ	statue, picture, image, figure, portrait	en-us	Grade5
増	ま.す, ま.し, ふ.える, ふ.やす	ゾウ	increase, add, augment, gain, promote	en-us	Grade5
造	つく.る, つく.り, -づく.り	ゾウ	create, make, structure, physique	en-us	Grade5
則	のっと.る	ソク	rule, follow, based on, model after	en-us	Grade5
測	はか.る	ソク	fathom, plan, scheme, measure	en-us	Grade5
属	さかん, つく, やから	ゾク, ショク	belong, genus, subordinate official, affiliated	en-us	Grade5
損	そこ.なう, そこな.う, -そこ.なう, そこ.ねる, -そこ.ねる	ソン	damage, loss, disadvantage, hurt, injure	en-us	Grade5
態	わざ.と	タイ	attitude, condition, figure, appearance, voice (of verbs)	en-us	Grade5
貸	か.す, か.し-, かし-	タイ	lend	en-us	Grade5
退	しりぞ.く, しりぞ.ける, ひ.く, の.く, の.ける, ど.く	タイ	retreat, withdraw, retire, resign, repel, expel, reject	en-us	Grade5
団	かたまり, まる.い	ダン, トン	group, association	en-us	Grade5
断	た.つ, ことわ.る, さだ.める	ダン	severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting	en-us	Grade5
築	きず.く	チク	fabricate, build, construct	en-us	Grade5
張	は.る, -は.り, -ば.り	チョウ	lengthen, counter for bows &amp; stringed instruments, stretch, spread, put up (tent)	en-us	Grade5
提	さ.げる	テイ, チョウ, ダイ	propose, take along, carry in hand	en-us	Grade5
程	ほど, -ほど	テイ	extent, degree, law, formula, distance, limits, amount	en-us	Grade5
敵	かたき, あだ, かな.う	テキ	enemy, foe, opponent	en-us	Grade5
適	かな.う	テキ	suitable, occasional, rare, qualified, capable	en-us	Grade5
統	す.べる, ほび.る	トウ	overall, relationship, ruling, governing	en-us	Grade5
導	みちび.く	ドウ	guidance, leading, conduct, usher	en-us	Grade5
銅	あかがね	ドウ	copper	en-us	Grade5
徳		トク	benevolence, virtue, goodness, commanding respect	en-us	Grade5
独	ひと.り	ドク, トク	single, alone, spontaneously, Germany	en-us	Grade5
任	まか.せる, まか.す	ニン	responsibility, duty, term, entrust to, appoint	en-us	Grade5
燃	も.える, も.やす, も.す	ネン	burn, blaze, glow	en-us	Grade5
能	よ.く	ノウ	ability, talent, skill, capacity	en-us	Grade5
破	やぶ.る, やぶ.れる, わ.れる	ハ	rend, rip, tear, break, destroy, defeat, frustrate	en-us	Grade5
判	わか.る	ハン, バン	judgement, signature, stamp, seal	en-us	Grade5
版		ハン	printing block, printing plate, edition, impression, label	en-us	Grade5
犯	おか.す	ハン, ボン	crime, sin, offense	en-us	Grade5
比	くら.べる	ヒ	compare, race, ratio, Philipines	en-us	Grade5
肥	こ.える, こえ, こ.やす, こ.やし, ふと.る	ヒ	fertilizer, get fat, fertile, manure, pamper	en-us	Grade5
非	あら.ず	ヒ	un-, mistake, negative, injustice, non-	en-us	Grade5
備	そな.える, そな.わる, つぶさ.に	ビ	equip, provision, preparation	en-us	Grade5
俵	たわら	ヒョウ	bag, bale, sack, counter for bags	en-us	Grade5
評		ヒョウ	evaluate, criticism, comment	en-us	Grade5
貧	まず.しい	ヒン, ビン	poverty, poor	en-us	Grade5
婦	よめ	フ	lady, woman, wife, bride	en-us	Grade5
富	と.む, とみ	フ, フウ	wealth, enrich, abundant	en-us	Grade5
布	ぬの	フ	linen, cloth, spread, distribute	en-us	Grade5
武	たけ.し	ブ, ム	warrior, military, chivalry, arms	en-us	Grade5
復	また	フク	restore, return to, revert, resume	en-us	Grade5
複		フク	duplicate, double, compound, multiple	en-us	Grade5
仏	ほとけ	ブツ, フツ	Buddha, the dead, France	en-us	Grade5
編	あ.む, -あ.み	ヘン	compilation, knit, plait, braid, twist, editing, completed poem, part of a book	en-us	Grade5
弁	かんむり, わきま.える, わ.ける, はなびら, あらそ.う	ベン, ヘン	valve, petal, braid, speech, dialect, discrimination, dispose of, distinguish, conical cap	en-us	Grade5
保	たも.つ	ホ, ホウ	protect, guarantee, keep, preserve, sustain, support	en-us	Grade5
墓	はか	ボ	grave, tomb	en-us	Grade5
報	むく.いる	ホウ	report, news, reward, retribution	en-us	Grade5
豊	ゆた.か, とよ	ホウ, ブ	bountiful, excellent, rich	en-us	Grade5
暴	あば.く, あば.れる	ボウ, バク	outburst, rave, fret, force, violence, cruelty, outrage	en-us	Grade5
貿		ボウ	trade, exchange	en-us	Grade5
防	ふせ.ぐ	ボウ	ward off, defend, protect, resist	en-us	Grade5
務	つと.める	ム	task, duties	en-us	Grade5
夢	ゆめ, ゆめ.みる, くら.い	ム, ボウ	dream, vision, illusion	en-us	Grade5
迷	まよ.う	メイ	astray, be perplexed, in doubt, lost, err, illusion	en-us	Grade5
綿	わた	メン	cotton	en-us	Grade5
輸		ユ, シュ	transport, send, be inferior	en-us	Grade5
余	あま.る, あま.り, あま.す, あんま.り	ヨ	too much, myself, surplus, other, remainder	en-us	Grade5
預	あず.ける, あず.かる	ヨ	deposit, custody, leave with, entrust to	en-us	Grade5
容	い.れる	ヨウ	contain, form, looks	en-us	Grade5
率	ひき.いる	ソツ, リツ, シュツ	ratio, rate, proportion, %, coefficient, factor	en-us	Grade5
略	ほぼ, おか.す, おさ.める, はかりごと, はか.る, はぶ.く, りゃく.す, りゃく.する	リャク	abbreviation, omission, outline, shorten, capture, plunder	en-us	Grade5
留	と.める, と.まる, とど.める, とど.まる, るうぶる	リュウ, ル	detain, fasten, halt, stop	en-us	Grade5
領	えり	リョウ	jurisdiction, dominion, territory, fief, reign	en-us	Grade5